id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
640421,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,15.0,No
640391,Landing Page Submission,Organic Search,No,No,1,11.0,900,11.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,17.0,18.0,Yes
640387,Landing Page Submission,Organic Search,No,No,1,4.0,41,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
640364,Landing Page Submission,Google,No,No,1,3.0,694,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
640332,Landing Page Submission,Organic Search,Yes,No,0,5.0,228,5.0,Unreachable,IT Projects Management,Unemployed,No,No,No,No,No,No,13.0,15.0,Yes
640331,Landing Page Submission,Google,No,No,0,3.0,1730,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
640326,Landing Page Submission,Google,No,No,0,3.0,87,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,12.0,16.0,No
640308,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
640278,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No
640256,Landing Page Submission,Google,No,No,1,4.0,464,2.0,Email Opened,Retail Management,Student,No,No,No,No,No,No,14.0,20.0,Yes
640238,Landing Page Submission,Organic Search,No,No,0,14.0,255,7.0,Chat Conversation,Media and Advertising,Unemployed,No,No,No,No,No,No,15.0,17.0,Yes
640235,Landing Page Submission,Direct Traffic,No,No,0,2.0,568,2.0,SMS Sent,E-COMMERCE,,No,No,No,No,No,No,13.0,14.0,Yes
640222,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
640219,API,Google,No,No,0,3.0,1628,1.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No
640205,Lead Add Form,Reference,No,No,1,7.0,866,7.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,16.0,19.0,No
640191,Lead Add Form,Reference,No,No,1,3.0,1441,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,19.0,Yes
640187,API,Google,No,No,1,2.0,1017,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
640177,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
640156,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
640149,Landing Page Submission,Google,No,No,1,5.0,314,5.0,SMS Sent,Travel and Tourism,Student,No,No,No,No,No,No,15.0,16.0,No
640127,Landing Page Submission,Direct Traffic,No,No,1,1.0,1320,1.0,Email Bounced,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,18.0,No
640115,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
640112,API,Google,No,No,0,2.0,340,2.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
640108,API,Google,No,No,1,2.0,1349,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
640107,Landing Page Submission,Google,No,No,0,4.0,1522,4.0,Email Link Clicked,Business Administration,,No,No,No,No,No,No,14.0,17.0,No
640096,API,Google,No,No,1,3.0,92,1.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,14.0,No
640081,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
640073,API,Google,No,No,1,5.0,1484,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
640071,API,Google,No,No,1,5.0,1030,5.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
640057,Landing Page Submission,Google,No,No,1,10.0,147,2.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
640041,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
640040,Landing Page Submission,Google,No,No,1,3.0,1298,3.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,No
640032,Landing Page Submission,Google,No,No,0,4.0,1614,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
640027,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
640024,Landing Page Submission,Google,No,No,0,3.0,93,1.5,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,14.0,14.0,No
640021,API,Google,No,No,0,2.0,344,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
640007,API,Google,No,No,0,1.0,200,1.0,Converted to Lead,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,14.0,No
640002,Landing Page Submission,Google,No,No,0,4.0,234,4.0,Chat Conversation,Operations Management,,No,No,No,No,No,No,15.0,18.0,No
639977,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Supply Chain Management,Working Professional,No,No,No,No,No,No,15.0,18.0,No
639937,API,Google,No,No,0,2.0,371,2.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,11.0,15.0,No
639881,Landing Page Submission,Google,Yes,No,0,5.0,1287,2.5,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
639874,API,Chat,No,No,0,0.0,0,0.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639868,API,Direct Traffic,No,No,1,13.0,20,2.6,Had a Phone Conversation,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,16.0,17.0,No
639863,Landing Page Submission,Direct Traffic,No,No,0,4.0,166,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,10.0,18.0,No
639858,Landing Page Submission,Organic Search,Yes,No,0,3.0,1629,3.0,Unsubscribed,Travel and Tourism,,No,No,No,No,No,No,11.0,16.0,Yes
639815,Landing Page Submission,Direct Traffic,No,No,0,2.0,144,2.0,SMS Sent,E-COMMERCE,Unemployed,No,No,No,No,No,No,13.0,15.0,Yes
639774,Landing Page Submission,Google,No,No,0,4.0,213,4.0,Email Opened,Healthcare Management,,No,No,No,No,No,No,13.0,15.0,No
639772,Landing Page Submission,Direct Traffic,No,No,0,7.0,151,1.4,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,15.0,18.0,No
639754,Landing Page Submission,Google,No,No,0,3.0,1157,3.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,13.0,18.0,No
639710,API,Google,No,No,1,3.0,992,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639709,API,Google,No,No,0,1.0,176,1.0,Converted to Lead,,,No,No,No,No,No,No,16.0,15.0,No
639685,Landing Page Submission,Google,No,No,0,2.0,1269,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,18.0,No
639620,Landing Page Submission,Google,No,No,1,8.0,1391,2.67,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,14.0,20.0,No
639615,Landing Page Submission,Google,No,No,0,5.0,415,5.0,Email Opened,Business Administration,,No,No,No,No,No,No,14.0,16.0,No
639603,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
639602,Lead Add Form,Reference,No,No,1,,1129,,,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
639594,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
639589,API,Google,No,No,0,2.0,158,1.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,11.0,14.0,No
639580,Landing Page Submission,Direct Traffic,No,No,0,4.0,1236,4.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
639577,API,Google,No,No,1,2.0,1696,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,11.0,15.0,No
639564,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639547,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639541,API,Organic Search,No,No,0,16.0,1278,4.0,Page Visited on Website,,,No,No,No,No,No,No,11.0,15.0,No
639530,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
639528,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639509,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
639506,Landing Page Submission,Direct Traffic,No,No,0,2.0,240,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639464,Landing Page Submission,Organic Search,No,No,0,4.0,229,2.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,14.0,16.0,No
639460,Landing Page Submission,Google,No,No,0,6.0,422,6.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,16.0,No
639458,API,Organic Search,No,No,1,7.0,998,1.75,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639455,API,Google,No,No,1,3.0,1557,3.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,16.0,No
639449,Landing Page Submission,Google,No,No,1,7.0,1380,7.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
639435,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
639434,API,Google,No,No,0,2.0,884,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639428,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639415,Landing Page Submission,Direct Traffic,No,No,1,5.0,1656,5.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,19.0,Yes
639414,Landing Page Submission,Google,No,No,0,8.0,94,8.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
639391,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639385,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639384,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639377,Landing Page Submission,Direct Traffic,No,No,1,4.0,1052,4.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
639376,Landing Page Submission,Google,No,No,1,3.0,1030,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
639373,Landing Page Submission,Google,No,No,1,9.0,127,3.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,15.0,18.0,No
639359,Landing Page Submission,Direct Traffic,No,No,0,7.0,522,7.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,13.0,17.0,Yes
639358,Landing Page Submission,Google,No,No,0,10.0,1159,2.5,Page Visited on Website,Finance Management,,No,No,No,No,No,No,15.0,17.0,No
639343,Landing Page Submission,Organic Search,No,No,0,6.0,1243,6.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
639342,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
639333,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Healthcare Management,Student,No,No,No,No,No,No,15.0,16.0,No
639321,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
639320,API,Google,No,No,1,2.0,1025,2.0,Form Submitted on Website,Business Administration,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
639314,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
639311,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
639302,Landing Page Submission,Google,No,No,1,5.0,1388,1.67,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
639297,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
639293,Landing Page Submission,Direct Traffic,No,No,0,6.0,34,3.0,Unreachable,IT Projects Management,,No,No,No,No,No,No,13.0,13.0,Yes
639288,Lead Add Form,Reference,No,No,1,,1413,,Email Bounced,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
639282,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
639253,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,19.0,No
639246,Lead Add Form,Reference,No,No,1,,1261,,,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
639245,API,Google,No,No,1,3.0,684,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639242,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639224,Landing Page Submission,Direct Traffic,No,No,0,4.0,66,1.33,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,13.0,13.0,Yes
639215,API,Google,No,No,1,2.0,1113,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639214,Landing Page Submission,Google,No,No,1,5.0,651,2.5,Email Opened,Human Resource Management,,No,No,No,No,No,No,12.0,18.0,No
639211,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Link Clicked,Services Excellence,Unemployed,No,No,No,No,No,No,14.0,16.0,No
639204,API,Google,No,No,0,2.0,910,1.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
639176,Landing Page Submission,Direct Traffic,No,No,0,9.0,280,3.0,Email Opened,Business Administration,,No,No,No,No,No,No,15.0,17.0,Yes
639157,API,Organic Search,No,No,1,7.0,1141,1.75,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639151,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
639150,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639147,Landing Page Submission,Organic Search,No,No,1,4.0,95,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,14.0,No
639137,Landing Page Submission,Google,No,No,0,4.0,10,4.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,14.0,17.0,No
639134,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
639133,API,Google,No,No,1,3.0,1376,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639121,API,Chat,No,No,1,23.0,1677,2.09,Chat Conversation,Business Administration,Unemployed,No,No,No,No,No,No,17.0,14.0,No
639120,API,Google,No,No,1,5.0,908,1.67,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
639109,Landing Page Submission,Direct Traffic,No,No,0,3.0,89,3.0,SMS Sent,"Banking, Investment And Insurance",,No,No,No,No,No,No,13.0,18.0,Yes
639104,Landing Page Submission,Google,No,No,1,5.0,934,2.5,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
639099,Lead Add Form,Reference,No,No,1,2.0,961,2.0,Unreachable,IT Projects Management,Unemployed,No,No,No,No,No,No,16.0,16.0,No
639086,API,Google,No,No,1,2.0,1328,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
639079,API,Chat,Yes,No,1,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,14.0,15.0,No
639044,API,Google,No,No,0,2.0,393,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639022,API,Google,No,No,0,2.0,108,2.0,Page Visited on Website,,,No,No,No,No,No,No,16.0,15.0,No
639020,API,Google,No,No,1,4.0,1279,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
639019,Landing Page Submission,Direct Traffic,No,No,0,4.0,99,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
639017,API,Google,No,No,0,2.0,1161,2.0,Page Visited on Website,,,No,No,No,No,No,No,13.0,15.0,No
639014,Landing Page Submission,Direct Traffic,No,No,0,10.0,887,1.43,Email Opened,Business Administration,,No,No,No,No,No,No,13.0,18.0,Yes
638999,Landing Page Submission,Direct Traffic,No,No,0,9.0,41,2.25,Page Visited on Website,Business Administration,,No,No,No,No,No,No,13.0,18.0,No
638954,API,Google,No,No,1,12.0,830,2.4,Email Opened,E-COMMERCE,Unemployed,No,No,No,No,No,No,15.0,15.0,Yes
638937,Landing Page Submission,Google,No,No,0,5.0,1027,5.0,Page Visited on Website,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,15.0,13.0,No
638934,Landing Page Submission,Direct Traffic,No,No,0,5.0,1757,2.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
638922,Landing Page Submission,Google,No,No,0,8.0,137,4.0,Email Opened,Marketing Management,,No,No,No,No,No,No,13.0,16.0,Yes
638885,Landing Page Submission,Direct Traffic,No,No,0,2.0,281,2.0,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,13.0,15.0,Yes
638862,Landing Page Submission,Direct Traffic,No,No,0,5.0,94,5.0,SMS Sent,,,No,No,No,No,No,No,16.0,17.0,No
638855,Landing Page Submission,Direct Traffic,No,No,0,3.0,182,3.0,SMS Sent,Retail Management,,No,No,No,No,No,No,14.0,17.0,Yes
638851,Landing Page Submission,Google,No,No,0,8.0,262,8.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,13.0,18.0,No
638770,API,Google,No,No,0,1.0,257,1.0,Unreachable,,,No,No,No,No,No,No,13.0,15.0,No
638761,Landing Page Submission,Google,No,No,0,3.0,264,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
638694,Landing Page Submission,Direct Traffic,No,No,0,2.0,133,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
638668,Landing Page Submission,Direct Traffic,Yes,No,0,55.0,297,55.0,Page Visited on Website,IT Projects Management,Unemployed,No,No,No,No,No,No,17.0,13.0,Yes
638626,API,Chat,No,No,1,4.0,40,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
638616,API,Chat,No,No,0,3.0,406,1.5,Email Link Clicked,IT Projects Management,Unemployed,No,No,No,No,No,No,9.0,11.0,Yes
638579,Landing Page Submission,Google,No,No,0,4.0,1222,4.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No
638526,Landing Page Submission,Google,No,No,1,7.0,70,7.0,Had a Phone Conversation,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,20.0,No
638505,API,Google,No,No,1,3.0,739,3.0,Email Opened,Business Administration,Student,No,No,No,No,No,No,15.0,18.0,No
638503,Landing Page Submission,Direct Traffic,No,No,1,3.0,802,3.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
638430,API,Google,No,No,0,2.0,200,2.0,Email Link Clicked,,,No,No,No,No,No,No,13.0,15.0,No
638425,Landing Page Submission,Direct Traffic,No,No,0,3.0,349,3.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,13.0,Yes
638399,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,16.0,15.0,No
638377,Landing Page Submission,Direct Traffic,No,No,0,3.0,1359,3.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
638374,Landing Page Submission,Organic Search,No,No,1,3.0,209,3.0,Unsubscribed,Human Resource Management,Unemployed,No,No,No,No,No,No,12.0,20.0,Yes
638356,API,Google,No,No,0,6.0,648,6.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
638355,API,Google,No,No,0,2.0,1099,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
638325,Landing Page Submission,Direct Traffic,No,No,0,3.0,143,3.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,16.0,No
638321,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
638316,Landing Page Submission,Google,Yes,No,0,7.0,720,3.5,Unsubscribed,Supply Chain Management,Unemployed,No,No,No,No,No,No,12.0,18.0,No
638307,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
638274,Landing Page Submission,Google,No,No,0,18.0,1428,6.0,Page Visited on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,18.0,15.0,Yes
638220,Landing Page Submission,Direct Traffic,No,No,0,2.0,447,2.0,Email Opened,Finance Management,Student,No,No,No,No,No,No,15.0,16.0,Yes
638198,API,Google,No,No,0,3.0,355,3.0,Email Opened,Healthcare Management,Working Professional,No,No,No,No,No,No,14.0,14.0,No
638184,API,Google,No,No,1,6.0,1134,6.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,16.0,No
638180,API,Chat,No,No,1,0.0,0,0.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,16.0,15.0,No
638158,Landing Page Submission,Direct Traffic,No,No,0,3.0,2,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
638149,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
638078,Landing Page Submission,Direct Traffic,No,No,0,2.0,317,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
638076,API,Direct Traffic,No,No,0,10.0,1082,3.33,Chat Conversation,Marketing Management,Other,No,No,No,No,No,No,15.0,14.0,No
638046,Landing Page Submission,Direct Traffic,No,No,1,11.0,1027,5.5,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,17.0,No
638028,Landing Page Submission,Organic Search,Yes,No,0,3.0,1129,3.0,Unreachable,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
638014,Landing Page Submission,Google,No,No,1,7.0,751,7.0,Email Opened,Retail Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
637996,Landing Page Submission,Google,No,No,0,4.0,332,4.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
637995,Landing Page Submission,Direct Traffic,No,No,0,10.0,349,10.0,SMS Sent,,,No,No,No,No,No,No,14.0,17.0,No
637986,Landing Page Submission,Organic Search,No,No,1,5.0,169,5.0,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,15.0,17.0,Yes
637962,Landing Page Submission,Organic Search,No,No,1,5.0,33,2.5,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
637957,Landing Page Submission,Google,No,No,0,4.0,636,4.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,14.0,14.0,No
637954,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
637953,Landing Page Submission,Direct Traffic,No,No,1,14.0,1336,2.8,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,14.0,18.0,Yes
637936,Landing Page Submission,Direct Traffic,No,No,1,4.0,985,2.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,13.0,13.0,Yes
637927,API,Organic Search,No,No,1,1.0,1196,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
637914,API,Google,No,No,0,5.0,219,2.5,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
637909,Landing Page Submission,Google,No,No,1,4.0,701,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
637904,API,Google,No,No,0,1.0,249,1.0,Converted to Lead,,,No,No,No,No,No,No,16.0,15.0,No
637903,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
637899,Landing Page Submission,Google,No,No,0,4.0,177,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
637880,API,Google,No,No,0,3.0,114,3.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
637878,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
637866,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
637854,Landing Page Submission,Google,No,No,1,5.0,1204,5.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
637844,Landing Page Submission,Direct Traffic,No,No,0,1.0,102,1.0,Converted to Lead,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,No
637842,Landing Page Submission,Google,No,No,0,5.0,228,5.0,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,17.0,No
637839,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
637838,Landing Page Submission,Google,No,No,1,4.0,99,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
637835,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
637829,Landing Page Submission,Direct Traffic,No,No,1,3.0,1039,3.0,SMS Sent,Hospitality Management,Working Professional,No,No,No,No,No,No,14.0,15.0,Yes
637794,Landing Page Submission,Direct Traffic,No,No,1,4.0,300,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
637771,API,Google,No,No,1,2.0,1567,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
637766,Landing Page Submission,Direct Traffic,No,No,1,2.0,1677,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
637759,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
637736,API,Chat,No,No,1,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
637702,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
