id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
631047,Landing Page Submission,Direct Traffic,No,No,0,6.0,1271,3.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,,,No
591835,API,Chat,Yes,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,14.0,15.0,No
590341,Landing Page Submission,Google,No,No,0,4.0,1455,4.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
656362,API,Google,No,No,0,2.0,90,2.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
585303,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,16.0,15.0,No
608125,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Page Visited on Website,Hospitality Management,Unemployed,No,No,No,No,No,No,,,No
658321,API,Referral Sites,No,No,1,3.0,1299,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,13.0,No
588662,Landing Page Submission,Google,No,No,1,3.0,105,3.0,Had a Phone Conversation,Business Administration,Unemployed,No,No,No,No,No,No,16.0,16.0,No
633744,Landing Page Submission,Google,No,No,1,4.0,1412,4.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
635377,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
639722,Landing Page Submission,Direct Traffic,No,No,1,3.0,1087,1.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
599500,Landing Page Submission,Organic Search,No,No,1,4.0,1199,2.0,SMS Sent,Hospitality Management,Unemployed,No,No,No,No,No,No,,,Yes
590880,Landing Page Submission,Direct Traffic,No,No,1,14.0,1248,14.0,Email Opened,Marketing Management,,No,No,No,No,No,No,16.0,16.0,No
640133,API,Google,No,No,0,3.0,89,1.5,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,14.0,No
623713,Landing Page Submission,Google,No,No,0,4.0,374,4.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
639298,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
600596,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
614911,Landing Page Submission,Google,No,No,1,7.0,894,3.5,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,Yes
617213,Landing Page Submission,Direct Traffic,No,No,0,2.0,348,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
618507,Landing Page Submission,Google,No,No,1,6.0,373,6.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
591333,Landing Page Submission,Organic Search,No,No,0,8.0,55,4.0,SMS Sent,Hospitality Management,Unemployed,No,No,No,No,No,No,13.0,15.0,Yes
642018,Landing Page Submission,Google,No,No,0,7.0,8,7.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,Yes
605056,Landing Page Submission,Direct Traffic,No,No,0,2.0,34,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
613809,Landing Page Submission,Google,No,No,0,6.0,324,3.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
621252,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,434,1.5,Page Visited on Website,,Working Professional,No,No,No,No,No,No,,,No
641366,Landing Page Submission,Google,No,No,1,11.0,1039,5.5,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,16.0,17.0,Yes
604460,Landing Page Submission,Organic Search,No,No,1,15.0,1603,15.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
607357,Landing Page Submission,Google,No,No,1,5.0,1269,2.5,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
638412,Landing Page Submission,Google,No,No,0,2.0,774,2.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,13.0,18.0,No
636515,Landing Page Submission,Google,No,No,1,4.0,866,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
627952,Landing Page Submission,Organic Search,No,No,0,4.0,5,4.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
628087,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
645703,Landing Page Submission,Referral Sites,No,No,1,6.0,1689,6.0,Email Opened,Supply Chain Management,Working Professional,No,No,No,No,No,No,14.0,16.0,Yes
607748,Landing Page Submission,Google,Yes,No,0,16.0,462,16.0,Page Visited on Website,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
651339,API,Referral Sites,No,No,0,3.0,186,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,13.0,No
596638,Landing Page Submission,Direct Traffic,No,No,0,5.0,354,2.5,Email Opened,Healthcare Management,,No,No,No,No,No,No,,,Yes
592599,API,Google,No,No,0,5.0,164,2.5,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,11.0,16.0,No
595769,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
611277,API,Google,No,No,1,2.0,1164,1.0,Form Submitted on Website,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
583573,Landing Page Submission,Direct Traffic,No,No,0,6.0,386,6.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
615429,Landing Page Submission,Direct Traffic,No,No,1,2.0,1108,2.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
611064,Landing Page Submission,Organic Search,No,No,1,14.0,1200,2.8,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
636679,Landing Page Submission,Google,Yes,No,1,4.0,1452,4.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
636410,Landing Page Submission,Direct Traffic,No,No,0,2.0,360,2.0,SMS Sent,Retail Management,Working Professional,No,No,No,No,No,No,10.0,17.0,No
626281,Landing Page Submission,Direct Traffic,No,No,0,4.0,115,4.0,Email Opened,,,No,No,No,No,No,No,,,Yes
639299,API,Google,No,No,0,2.0,1260,2.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
598881,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
637120,Landing Page Submission,Direct Traffic,No,No,1,2.0,1634,2.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,13.0,Yes
640398,API,Google,Yes,No,0,3.0,1302,3.0,Email Bounced,,,No,No,No,No,No,No,12.0,15.0,No
628916,Landing Page Submission,Direct Traffic,No,No,1,2.0,1844,2.0,SMS Sent,International Business,Working Professional,No,No,No,No,No,No,,,Yes
634595,Landing Page Submission,Organic Search,No,No,0,4.0,1255,4.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
611118,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
582756,Landing Page Submission,Google,No,No,1,4.0,1146,2.0,Email Opened,IT Projects Management,Working Professional,No,No,No,No,No,No,14.0,17.0,Yes
604431,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
604886,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
594128,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
580670,Landing Page Submission,Direct Traffic,No,No,1,3.0,334,3.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
603419,Landing Page Submission,Direct Traffic,No,No,0,2.0,140,2.0,Form Submitted on Website,,,No,No,No,No,No,No,,,No
653151,API,Google,No,No,0,3.0,213,1.5,Email Link Clicked,Finance Management,Unemployed,No,No,No,No,No,No,13.0,15.0,No
617738,Landing Page Submission,Google,No,No,0,6.0,529,6.0,Page Visited on Website,Operations Management,Unemployed,No,No,No,No,No,No,,,No
628949,Landing Page Submission,Direct Traffic,No,No,1,4.0,692,4.0,Email Opened,Operations Management,Working Professional,No,No,No,No,No,No,,,No
584595,Landing Page Submission,Direct Traffic,No,No,0,2.0,362,2.0,SMS Sent,Services Excellence,,No,No,No,No,No,No,14.0,15.0,Yes
619446,API,Google,Yes,No,0,5.0,1132,1.25,Chat Conversation,,,No,No,No,No,No,No,,,No
630079,Landing Page Submission,Organic Search,Yes,No,0,5.0,71,5.0,SMS Sent,Supply Chain Management,,No,No,No,No,No,No,,,Yes
645285,Landing Page Submission,Organic Search,No,No,0,5.0,294,5.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
580206,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,351,3.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,17.0,18.0,No
623382,Landing Page Submission,Direct Traffic,No,No,1,5.0,185,2.5,Email Opened,Finance Management,Working Professional,No,No,No,No,No,Yes,,,Yes
625124,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
620493,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
641025,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Supply Chain Management,Working Professional,No,No,No,No,No,No,15.0,16.0,No
600139,API,Organic Search,No,No,1,4.0,1379,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
582101,Landing Page Submission,Organic Search,No,No,0,4.0,95,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,20.0,Yes
650921,Landing Page Submission,Referral Sites,No,No,1,4.0,453,2.0,Email Link Clicked,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
632210,Landing Page Submission,Google,No,No,1,4.0,422,2.0,SMS Sent,Retail Management,Unemployed,No,No,No,No,No,No,,,No
640614,Landing Page Submission,Direct Traffic,No,No,0,2.0,262,2.0,Email Opened,Operations Management,,No,No,No,No,No,No,14.0,17.0,Yes
606507,Landing Page Submission,Organic Search,Yes,No,0,10.0,8,10.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,No
645735,Landing Page Submission,Organic Search,No,No,1,11.0,608,11.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
637847,Landing Page Submission,Organic Search,No,No,0,7.0,136,7.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,13.0,14.0,No
647423,API,Referral Sites,No,No,1,10.0,325,3.33,Unreachable,Finance Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
631676,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
635328,Landing Page Submission,Google,No,No,0,4.0,257,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,17.0,No
608537,Landing Page Submission,Google,No,No,0,4.0,1166,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
642612,Landing Page Submission,Organic Search,No,No,1,7.0,1460,7.0,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,15.0,13.0,Yes
646558,Landing Page Submission,Organic Search,No,No,1,6.0,298,6.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
609098,Landing Page Submission,Direct Traffic,No,No,0,2.0,63,2.0,SMS Sent,Business Administration,,No,No,No,No,No,No,,,Yes
655287,Landing Page Submission,Direct Traffic,No,No,0,2.0,2,2.0,Form Submitted on Website,Healthcare Management,Unemployed,No,No,No,No,No,No,12.0,15.0,Yes
644990,API,Google,No,No,0,1.0,254,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
583035,Landing Page Submission,Google,No,No,0,7.0,397,7.0,Email Link Clicked,Travel and Tourism,Unemployed,No,No,No,No,No,No,17.0,18.0,Yes
638390,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,16.0,16.0,No
582605,Landing Page Submission,Google,No,No,1,5.0,1464,5.0,Email Opened,IT Projects Management,Working Professional,No,No,No,No,No,No,13.0,15.0,No
645517,Landing Page Submission,Google,No,No,0,5.0,1209,5.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,14.0,15.0,No
634213,API,Google,No,No,0,3.0,49,3.0,Converted to Lead,,,No,No,No,No,No,No,,,No
656126,API,Organic Search,No,No,1,4.0,1341,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
643198,Landing Page Submission,Google,No,No,1,3.0,1622,3.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,15.0,No
613679,API,Google,No,No,0,3.0,100,1.5,Email Opened,,,No,No,No,No,No,No,,,No
654224,API,Google,No,No,0,2.0,156,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
596651,Landing Page Submission,Organic Search,No,No,0,7.0,168,3.5,Page Visited on Website,Healthcare Management,Unemployed,No,No,No,No,No,No,,,Yes
585785,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,16.0,15.0,No
632341,Landing Page Submission,Direct Traffic,No,No,0,4.0,20,4.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
650274,API,Google,No,No,0,3.0,415,3.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,15.0,No
648136,Landing Page Submission,Organic Search,No,No,0,6.0,562,6.0,Unreachable,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
600148,Landing Page Submission,Direct Traffic,No,No,1,8.0,1032,8.0,Email Opened,Business Administration,Other,No,No,No,No,No,No,,,No
600578,API,Chat,No,No,0,6.0,168,1.2,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,,,No
601368,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
613099,Landing Page Submission,Direct Traffic,No,No,0,3.0,458,3.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
636174,Landing Page Submission,Google,No,No,0,7.0,548,3.5,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,14.0,No
583612,Landing Page Submission,Direct Traffic,No,No,0,3.0,294,1.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,19.0,No
636884,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
600932,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
604321,Landing Page Submission,Google,No,No,0,4.0,128,4.0,Email Link Clicked,Hospitality Management,Unemployed,No,No,No,No,No,No,,,No
583476,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
585712,Landing Page Submission,Direct Traffic,No,No,1,2.0,254,2.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,16.0,No
655685,Landing Page Submission,Google,No,No,0,4.0,281,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
601825,Landing Page Submission,Direct Traffic,No,No,0,4.0,48,4.0,Email Opened,Media and Advertising,,No,No,No,No,No,No,,,No
606548,Landing Page Submission,Google,No,No,0,5.0,1592,1.67,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
632194,Landing Page Submission,Google,No,No,0,4.0,1437,4.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,No
618125,API,Chat,No,No,1,0.0,0,0.0,Chat Conversation,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
589351,Lead Add Form,Reference,Yes,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
624266,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
604620,API,Organic Search,No,No,0,16.0,248,5.33,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
601324,Landing Page Submission,Direct Traffic,No,No,0,3.0,300,3.0,Email Opened,Operations Management,,No,No,No,No,No,No,,,Yes
658652,Landing Page Submission,Direct Traffic,No,No,0,2.0,383,2.0,Email Link Clicked,Business Administration,,No,No,No,No,No,No,14.0,16.0,Yes
593824,Landing Page Submission,Google,No,No,1,4.0,1500,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
616149,Landing Page Submission,Google,No,No,1,4.0,1081,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
600647,Landing Page Submission,Direct Traffic,No,No,0,5.0,381,5.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
589439,Landing Page Submission,Direct Traffic,No,No,1,4.0,1319,4.0,Email Opened,Business Administration,,No,No,No,No,No,No,14.0,18.0,Yes
598510,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
643263,API,Google,No,No,1,2.0,925,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
623290,Landing Page Submission,Organic Search,No,No,1,4.0,1264,2.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,Yes
582868,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Student,No,No,No,No,No,No,17.0,14.0,No
606978,Landing Page Submission,Organic Search,No,No,0,5.0,89,5.0,Page Visited on Website,Media and Advertising,Unemployed,No,No,No,No,No,No,,,No
618705,API,Google,No,No,0,2.0,118,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
586701,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
596521,Landing Page Submission,Google,No,No,0,5.0,187,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
624568,API,bing,No,No,0,3.0,358,3.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
598792,API,Google,No,No,1,2.0,865,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
659555,Landing Page Submission,Google,No,No,0,2.0,511,2.0,Form Submitted on Website,Healthcare Management,Unemployed,No,No,No,No,No,No,9.0,15.0,No
633166,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
655125,Landing Page Submission,Google,No,No,0,4.0,1640,4.0,Chat Conversation,Hospitality Management,,No,No,No,No,No,No,15.0,15.0,No
628428,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
624537,Landing Page Submission,Direct Traffic,No,No,1,4.0,1099,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
604111,API,Organic Search,No,No,1,2.0,907,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
579697,Landing Page Submission,Google,No,No,1,8.0,1016,4.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,20.0,No
582896,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,159,1.0,Email Bounced,IT Projects Management,,No,No,No,No,No,No,15.0,14.0,No
604074,Landing Page Submission,Google,No,No,1,4.0,78,4.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,No
624114,Landing Page Submission,Direct Traffic,No,No,1,4.0,1019,4.0,SMS Sent,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,Yes
621837,Landing Page Submission,Organic Search,No,No,0,21.0,230,5.25,Page Visited on Website,Travel and Tourism,,No,No,No,No,No,No,16.0,16.0,Yes
601552,Landing Page Submission,Organic Search,No,No,1,14.0,1555,14.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
594072,Landing Page Submission,Direct Traffic,No,No,0,4.0,60,2.0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
653048,Landing Page Submission,Direct Traffic,No,No,1,4.0,1252,2.0,Page Visited on Website,Supply Chain Management,Working Professional,No,No,No,No,No,No,15.0,18.0,Yes
640025,API,Organic Search,No,No,0,5.0,271,1.25,Email Opened,Healthcare Management,,No,No,No,No,No,No,13.0,11.0,Yes
606153,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
633548,Landing Page Submission,Google,No,No,1,2.0,761,2.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
597088,Landing Page Submission,Organic Search,Yes,No,0,9.0,127,4.5,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
588534,Landing Page Submission,Organic Search,No,No,0,29.0,286,14.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,17.0,Yes
638451,Landing Page Submission,Google,No,No,0,3.0,260,3.0,SMS Sent,Retail Management,Unemployed,No,No,No,No,No,No,10.0,18.0,No
588094,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,15.0,19.0,No
614744,Landing Page Submission,Direct Traffic,No,No,0,3.0,457,3.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,No
632984,API,Google,No,No,0,3.0,23,1.5,Chat Conversation,,,No,No,No,No,No,No,,,No
645875,Landing Page Submission,Organic Search,No,No,1,6.0,788,6.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
630039,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
621353,API,Google,Yes,No,1,3.0,170,1.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
633777,Landing Page Submission,Google,No,No,0,3.0,1314,3.0,Page Visited on Website,Operations Management,Unemployed,No,No,No,No,No,No,,,No
589233,Landing Page Submission,Organic Search,No,No,1,3.0,301,3.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
636950,Landing Page Submission,Google,No,No,0,9.0,491,4.5,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,13.0,Yes
635898,API,Google,No,No,1,2.0,331,2.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
614708,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
590924,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
630552,API,Chat,No,No,1,0.0,0,0.0,Resubscribed to emails,,,No,No,No,No,No,No,,,No
638022,Landing Page Submission,Direct Traffic,No,No,0,2.0,130,2.0,Unreachable,Business Administration,,No,No,No,No,No,No,12.0,18.0,Yes
596635,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
642719,Landing Page Submission,Organic Search,No,No,0,4.0,436,4.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,10.0,14.0,Yes
633996,Landing Page Submission,Organic Search,No,No,1,8.0,898,4.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
601158,API,Chat,No,No,0,2.0,99,2.0,Chat Conversation,Finance Management,,No,No,No,No,No,No,,,Yes
618429,API,Google,No,No,0,5.0,610,2.5,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
622783,Landing Page Submission,Direct Traffic,No,No,0,7.0,255,2.33,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
606592,Landing Page Submission,Google,No,No,1,6.0,959,2.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,16.0,18.0,Yes
625785,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
644763,API,Google,No,No,0,2.0,942,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,10.0,17.0,No
619413,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
594531,Landing Page Submission,Direct Traffic,No,No,1,2.0,111,2.0,Email Opened,Healthcare Management,Working Professional,No,No,No,No,No,No,,,Yes
598285,API,Google,No,No,0,3.0,636,1.5,Page Visited on Website,,,No,No,No,No,No,No,,,No
582775,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
579735,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
649691,Landing Page Submission,Google,No,No,1,3.0,1995,3.0,Form Submitted on Website,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,14.0,No
632664,Landing Page Submission,Google,No,No,0,5.0,15,5.0,Email Link Clicked,"Banking, Investment And Insurance",,No,No,No,No,No,No,,,Yes
606479,Landing Page Submission,Google,No,No,0,7.0,461,2.33,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
610052,API,Google,No,No,1,2.0,13,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
608369,Landing Page Submission,Direct Traffic,No,No,0,2.0,379,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
640674,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
587894,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,19.0,No
603607,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,No
596753,Landing Page Submission,Google,No,No,0,5.0,383,5.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,No
609500,Landing Page Submission,Google,No,No,0,4.0,692,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
594120,Landing Page Submission,Organic Search,No,No,0,5.0,244,5.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
592100,Landing Page Submission,Google,No,No,1,4.0,117,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,12.0,18.0,No
641008,API,Google,No,No,1,3.0,1231,1.5,SMS Sent,Media and Advertising,Other,No,No,No,No,No,No,14.0,15.0,No
586835,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,15.0,15.0,No
650147,API,Referral Sites,No,No,0,8.0,51,4.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,13.0,No
642049,Landing Page Submission,Google,No,No,0,4.0,700,4.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,13.0,17.0,No
639895,Landing Page Submission,Google,Yes,No,0,5.0,1313,1.67,Unreachable,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
628508,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,19.0,No
618650,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,,,No
604456,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
